n_estimators,max_depth,learning_rate,accuracy,f1_score
20,5,0.05,0.75,0.8421052631578947
30,3,0.05,0.75,0.8421052631578947
10,5,0.1,0.75,0.8421052631578947
10,3,0.1,0.75,0.8421052631578947
30,5,0.05,0.75,0.8421052631578947
20,3,0.05,0.75,0.8421052631578947
30,3,0.1,0.75,0.8333333333333334
20,5,0.1,0.75,0.8333333333333334
20,3,0.1,0.75,0.8333333333333334
30,5,0.1,0.75,0.8333333333333334
10,5,0.01,0.7083333333333334,0.8292682926829268
10,5,0.05,0.7083333333333334,0.8292682926829268
10,3,0.05,0.7083333333333334,0.8292682926829268
30,5,0.01,0.7083333333333334,0.8292682926829268
30,3,0.01,0.7083333333333334,0.8292682926829268
20,5,0.01,0.7083333333333334,0.8292682926829268
20,3,0.01,0.7083333333333334,0.8292682926829268
10,3,0.01,0.7083333333333334,0.8292682926829268
